#Software: Microsoft Internet Information Services 8.5
#Version: 1.0
#Date: 2017-07-18 01:52:28
#Fields: date time s-ip cs-method cs-uri-stem cs-uri-query s-port cs-username c-ip cs(User-Agent) cs(Referer) sc-status sc-substatus sc-win32-status time-taken
2017-07-18 01:52:28 10.37.91.214 GET /Service/BigShop/Bonus/SummaryBenefit token= 80 - 128.72.8.11 Mozilla/4.0+(compatible;+MSIE+8.0;+Windows+NT+6.1;+WOW64;+Trident/4.0;+SLCC2;+.NET+CLR+2.0.50727;+.NET+CLR+3.5.30729;+.NET+CLR+3.0.30729;+Media+Center+PC+6.0) http://yandex.ru/clck/jsredir?from=yandex.ru%3Bsearch%3Bweb%3B%3B&text=&etext=1485.x-BussV1ozKO8UavBTyqKIiDixkt2JOWZ0aw7KW97lW2JJ7RySYJ-3uLuXj9M8DJ.64fa5f69001d297d4dadcaa1529ff4d0f48e6516&uuid=&state=_BLhILn4SxNIvvL0W45KSic66uCIg23qh8iRG98qeIXmeppkgUc0YKCJkrjchpDstTwxTkjwGrA&data=UlNrNmk5WktYejR0eWJFYk1Ldmtxb3J3TjdtVE5nemtKbktoaE9HZ2xvSDB0Qk56MXFTejl6RTZabmdZQktFOTdNRzJJMFRNM2N2bGpiVGVJaFRZYUdUaEJPM3ZFQ25JQXJkQ1lKWE5JY0drWEpPZUw2MV9JVF9mczJzSGNpREJsaThNSEd0X0VaMHJCLXBmcHJxYXpWdnpPSk5Ndm1ZOFZRVzdBbElXSHN2RDNlR1Q1UVYzREE&b64e=2&sign=6927582efbeb1af5122f0074f5a82d8c&keyno=0&cst=AiuY0DBWFJ7IXge4WdYJQYuwSQLovbTTNUrp9eZqkAJ13qYQ0XWZd_tWqAQUcbfGoX_njtwn7MZES5QGbfQrDHHKNxjDELIg79Y78OF3J6vvG7naFXLtjsEXnqmTltYw_eW1IDbsMtr9yvKkHseT5yGRAo4_MhJN&ref=orjY4mGPRjk5boDnW0uvlrrd71vZw9kp5uQozpMtKCXmyCrj7VrKuHwbXeViVFo6V1GIbB-vcEXTFuz4Fb400SxD7FVPGcTnwd3uQpl-QJbkWckvc6kGG_Ku1s2tR8oK&l10n=ru&cts=1500342360540&mc=5.77695678125 404 0 0 16839
2017-07-18 02:07:01 10.37.91.214 POST /Service/bigshop/Site/SocialWelfare - 80 - 192.168.10.254 - - 200 0 0 78
2017-07-18 02:07:01 10.37.91.214 POST /Service/bigshop/Site/Banners type=billboard 80 - 192.168.10.254 - - 200 0 0 1000
2017-07-18 02:07:01 10.37.91.214 POST /Service/Site/Postal - 80 - 192.168.10.254 - - 200 0 0 1000
2017-07-18 02:07:01 10.37.91.214 POST /Service/bigshop/Site/Sitemap - 80 - 192.168.10.254 - - 200 0 0 1000
2017-07-18 02:07:01 10.37.91.214 POST /Service/bigshop/Site/News - 80 - 192.168.10.254 - - 200 0 0 425
2017-07-18 02:07:03 10.37.91.214 POST /Service/bigshop/Site/Banners type=big_banner 80 - 192.168.10.254 - - 200 0 0 437
2017-07-18 02:07:04 10.37.91.214 POST /Service/bigshop/Site/Banners type=small_banner 80 - 192.168.10.254 - - 200 0 0 421
2017-07-18 02:07:04 10.37.91.214 POST /Service/bigshop/Site/Banners type=hot 80 - 192.168.10.254 - - 200 0 0 437
2017-07-18 02:07:04 10.37.91.214 POST /Service/bigshop/Site/LiveplatesCommunity city=&area= 80 - 192.168.10.254 - - 200 0 0 400
2017-07-18 02:07:10 10.37.91.214 POST /Service/bigshop/Product/Products productNo=&categoryId=1&page=&itemcount=&sort=&keyword=&token= 80 - 192.168.10.254 - - 200 0 0 4281
2017-07-18 02:07:10 10.37.91.214 POST /Service/bigshop/Promotion/Promotions type=&token= 80 - 192.168.10.254 - - 200 0 0 4890
2017-07-18 02:07:10 10.37.91.214 POST /Service/bigshop/Product/Products productNo=&categoryId=2&page=&itemcount=&sort=&keyword=&token= 80 - 192.168.10.254 - - 200 0 0 258
2017-07-18 02:07:11 10.37.91.214 POST /Service/bigshop/Product/Products productNo=&categoryId=3&page=&itemcount=&sort=&keyword=&token= 80 - 192.168.10.254 - - 200 0 0 437
2017-07-18 02:07:11 10.37.91.214 POST /Service/bigshop/Product/Products productNo=&categoryId=4&page=&itemcount=&sort=&keyword=&token= 80 - 192.168.10.254 - - 200 0 0 265
2017-07-18 02:08:24 10.37.91.214 POST /Service/Site/Postal - 80 - 192.168.10.254 - - 200 0 0 15
2017-07-18 02:08:24 10.37.91.214 POST /Service/bigshop/Site/SocialWelfare - 80 - 192.168.10.254 - - 200 0 0 31
2017-07-18 02:08:24 10.37.91.214 POST /Service/bigshop/Site/Banners type=billboard 80 - 192.168.10.254 - - 200 0 0 296
2017-07-18 02:08:25 10.37.91.214 POST /Service/bigshop/Promotion/Promotions type=&token= 80 - 192.168.10.254 - - 200 0 0 296
2017-07-18 02:08:25 10.37.91.214 POST /Service/bigshop/Site/LiveplatesCommunity city=&area= 80 - 192.168.10.254 - - 200 0 0 406
2017-07-18 02:08:25 10.37.91.214 POST /Service/bigshop/Site/Banners type=hot 80 - 192.168.10.254 - - 200 0 0 468
2017-07-18 02:08:25 10.37.91.214 POST /Service/bigshop/Site/News - 80 - 192.168.10.254 - - 200 0 0 453
2017-07-18 02:08:25 10.37.91.214 POST /Service/bigshop/Site/Sitemap - 80 - 192.168.10.254 - - 200 0 0 546
2017-07-18 02:08:25 10.37.91.214 POST /Service/bigshop/Site/Banners type=big_banner 80 - 192.168.10.254 - - 200 0 0 562
2017-07-18 02:08:25 10.37.91.214 POST /Service/bigshop/Product/Products productNo=&categoryId=1&page=&itemcount=&sort=&keyword=&token= 80 - 192.168.10.254 - - 200 0 0 281
2017-07-18 02:08:25 10.37.91.214 POST /Service/bigshop/Site/Banners type=small_banner 80 - 192.168.10.254 - - 200 0 0 468
2017-07-18 02:08:25 10.37.91.214 POST /Service/bigshop/Product/Products productNo=&categoryId=2&page=&itemcount=&sort=&keyword=&token= 80 - 192.168.10.254 - - 200 0 0 187
2017-07-18 02:08:25 10.37.91.214 POST /Service/bigshop/Product/Products productNo=&categoryId=3&page=&itemcount=&sort=&keyword=&token= 80 - 192.168.10.254 - - 200 0 0 374
2017-07-18 02:08:27 10.37.91.214 POST /Service/bigshop/Product/Products productNo=&categoryId=4&page=&itemcount=&sort=&keyword=&token= 80 - 192.168.10.254 - - 200 0 0 468
2017-07-18 02:15:18 10.37.91.214 POST /Service/bigshop/User/LoginByOTP cellphone=0933295546&code=382533 80 - 192.168.10.254 - - 200 0 0 1406
2017-07-18 02:15:47 10.37.91.214 POST /Service/Site/Postal - 80 - 192.168.10.254 - - 200 0 0 62
2017-07-18 02:15:47 10.37.91.214 POST /Service/bigshop/Site/SocialWelfare - 80 - 192.168.10.254 - - 200 0 0 46
2017-07-18 02:15:47 10.37.91.214 POST /Service/bigshop/Site/Banners type=billboard 80 - 192.168.10.254 - - 200 0 0 234
